Campaign UUID,Offer type,Status,Start date,End date,Stores,Audience,Sales (USD),New customers,Orders,Uber funding (%),Items
eb88aff9-9c79-4ba5-aad5-9985e2761d9b,"Free Item (Spend 20)",ACTIVE,"Aug 11, 2025","Aug 29, 2025",1,"Uber One members only","$0",0,0,0,""
814359b8-040c-49cc-aad6-795158325818,"Buy 1, Get 1 Free",ACTIVE,"Aug 11, 2025","Aug 29, 2025",1,"Custom audience","$0",0,0,0,""
bac57790-c6a3-4549-917e-c1461b5f2462,"Spend 20, Save 5",ACTIVE,"Aug 11, 2025","Aug 29, 2025",1,"Custom audience","$0",0,0,0,""
4876f1f0-7678-47f8-94f2-ec366f3a4b49,"Free Item (Spend 20)",ACTIVE,"Aug 11, 2025","Aug 29, 2025",1,"Uber One members only","$0",0,0,0,""
7551ee31-d693-44f8-a35a-35f696f2e775,"Buy 1, Get 1 Free",ACTIVE,"Aug 11, 2025","Aug 29, 2025",1,"Custom audience","$0",0,0,0,""
720e5798-049d-4ff8-bcc7-19fc1c17bdbb,"Spend 20, Save 5",ACTIVE,"Aug 11, 2025","Aug 29, 2025",1,"Custom audience","$0",0,0,0,""
adadc4ea-aa32-40da-8925-7ee83e7fe390,"Free Item (Spend 20)",ACTIVE,"Aug 11, 2025","Aug 29, 2025",1,"Uber One members only","$0",0,0,0,""
e85e647a-44ac-4e29-87e7-0fb224ae54f1,"Buy 1, Get 1 Free",ACTIVE,"Aug 11, 2025","Aug 29, 2025",1,"Custom audience","$0",0,0,0,""
fb40b62b-7471-4a16-9117-37380b99d5d7,"Spend 20, Save 5",ACTIVE,"Aug 11, 2025","Aug 29, 2025",1,"Custom audience","$0",0,0,0,""
e39cfbd9-058c-4302-8165-ba7a0d244a5d,"Free Item (Spend 20)",ACTIVE,"Aug 11, 2025","Aug 29, 2025",1,"Uber One members only","$0",0,0,0,""
4ae960b1-9842-4b58-9a5d-1b64c25e1b88,"Buy 1, Get 1 Free",ACTIVE,"Aug 11, 2025","Aug 29, 2025",1,"Custom audience","$0",0,0,0,""
8f5145ba-6fa2-4feb-b6c4-e33a6554cccc,"Spend 20, Save 5",ACTIVE,"Aug 11, 2025","Aug 29, 2025",1,"Custom audience","$0",0,0,0,""
617d46fc-9149-41e2-abb9-7dfac8ddf046,"Free Item (Spend 20)",ACTIVE,"Aug 11, 2025","Aug 29, 2025",1,"Uber One members only","$0",0,0,0,""
4877288b-7ecf-4456-b5d5-343a71202d4d,"Buy 1, Get 1 Free",ACTIVE,"Aug 11, 2025","Aug 29, 2025",1,"Custom audience","$0",0,0,0,""
95c963a7-b79e-4f36-ba93-9f22593ea2d7,"Spend 20, Save 5",ACTIVE,"Aug 11, 2025","Aug 29, 2025",1,"Custom audience","$0",0,0,0,""
